"stanox","tiploc"
"00041","FRNKFRT"
88480,"FRNNGRD"
31569,"FRNW"
82204,"FROME"
82205,"FROMNRS"
82206,"FROMNSB"
"00000","FROMPOM"
36063,"FRSHFLD"
50435,"FRSTGT"
50434,"FRSTGTJ"
"03150","FRTEVOT"
12927,"FRTHBKL"
"07012","FRTMTLD"
"06044","FRTWAGB"
"06023","FRTWBAC"
"06017","FRTWBAF"
"06022","FRTWDCC"
"06018","FRTWFLT"
"06043","FRTWGF"
"06021","FRTWJFL"
"06019","FRTWJN"
"06020","FRTWJYD"
"06016","FRTWLCE"
"06025","FRTWLM"
"06024","FRTWLMS"
"06015","FRTWTLP"
78507,"FRWATER"
83006,"FRWAYD"
82118,"FRWDJN"
86967,"FRZBGCE"
17021,"FRZNGHL"
"00000","FSHBBUS"
86383,"FSHBORN"
87987,"FSHRSGT"
62057,"FSTR"
18031,"FTHRSTN"
47009,"FULBRNE"
"00000","FULW411"
"00000","FULW415"
87183,"FULW417"
87165,"FULWELJ"
87160,"FULWELL"
32545,"FURNESV"
74012,"FURZEP"
86812,"FWLY"
86812,"FWLYESO"
86816,"FWLYFHH"
86807,"FWLYGF"
15125,"FYHLAYC"
15115,"FYHLMAR"
15123,"FYHLPRM"
15120,"FYHLSJN"
15135,"FYHLSTI"
15114,"FYHLTC"
15113,"FYHLTHO"
80407,"FYSD"
76420,"GAERJ"
"00000","GAILES"
"00000","GALASLS"
65822,"GALTILL"
65900,"GALTINT"
65823,"GALTONJ"
"00000","GALWAY"
29048,"GANNOWJ"
16604,"GARFRTH"
"06710","GARROWH"
"09441","GARSCE"
"09440","GARSDLE"
79084,"GARTH"
"01083","GARVE"
"01084","GARVECE"
"01083","GARVELC"
35395,"GARW"
52703,"GASFCTJ"
52704,"GASFLP"
35102,"GATHRST"
32526,"GATLEY"
26104,"GBGHLRD"
37073,"GBNK"
26008,"GBROC"
26101,"GBROCHA"
26103,"GBROLRB"
26108,"GBROTJ"
87057,"GDLMING"
50412,"GDMYSUR"
55601,"GEDLCOL"
35404,"GERABJN"
73500,"GERDXSS"
73499,"GERRDSX"
32107,"GFLD"
73415,"GFORD"
73309,"GFORDEJ"
73412,"GFORDSJ"
73411,"GFORDWJ"
11567,"GGLSWCK"
32210,"GIDB"
32206,"GIDBAVS"
32205,"GIDBDFH"
32208,"GIDBFHH"
32212,"GIDBGBS"
32210,"GIDBGEJ"
32210,"GIDBGNJ"
32210,"GIDBGSJ"
32210,"GIDBGWJ"
32220,"GIDBURL"
32211,"GIDBVQ"
"00000","GIDE116"
23458,"DONCRSG"
"00000","GIDE474"
50334,"GIDEAPK"
50340,"GIDECES"
50339,"GIDEPKJ"
50337,"GIDEPKM"
50335,"GIDEPKR"
50336,"GIDEPKS"
50334,"GIDEUGL"
"07233","GIFNOCK"
87624,"GIPSYH"
"08646","GIRVAN"
"08644","GIRVANC"
29130,"GISBTNL"
15518,"GLAISDL"
"00000","GLANRFN"
17302,"GLASHTN"
36720,"GLAZBKE"
36719,"GLAZBRK"
36724,"GLAZBTP"
19215,"GLBRDYK"
"01086","GLCARON"
"06104","GLDL"
"06103","GLDLMOD"
24004,"GLDTHRP"
"06062","GLFALCH"
78353,"GLFCHFR"
"01122","GLFIELD"
"00000","GLGAPT"
"00000","GLGBGTE"
"07257","GLGC"
"07257","GLGC227"
"07246","GLGCBSJ"
"07256","GLGCES"
"07256","GLGCHS"
"07255","GLGCLL"
"07256","GLGCN2L"
"07256","GLGCN6L"
"07256","GLGCN7L"
"07250","GLGCSD1"
"07252","GLGCSD3"
"07251","GLGCSD4"
"07254","GLGCSD5"
"06600","GLGH140"
"06600","GLGH141"
"06600","GLGH795"
"06605","GLGHSJN"
"06600","GLGHST"
"08001","GLGN"
"08003","GLGN183"
"08004","GLGN185"
"08005","GLGNUGL"
"06401","GLGQHL"
"06399","GLGQLL"
"07258","GLGSLYE"
"06506","GLGWWKS"
82332,"GLHM"
82336,"GLHM23"
"00000","GLHM4"
82333,"GLHMCE"
40055,"GLNCNWY"
"03153","GLNEGLS"
"06007","GLNFCE"
"06008","GLNFNNN"
26236,"WORKSUR"
"07100","GLNGBTH"
89016,"GLNGCSD"
89016,"GLNGDEP"
89013,"GLNGDNS"
89011,"GLNGHMK"
89012,"GLNGLCS"
89016,"GLNGMUS"
"08002","GLNGRCE"
89010,"GLNGREC"
"03237","GLNR556"
"03237","GLNR558"
"03235","GLNR867"
"03241","GLNRTHS"
"08647","GLNWHCE"
"08652","GLNWHLY"
68100,"GLOS156"
68100,"GLOS239"
68100,"GLOS256"
"00000","GLOS31"
68084,"GLOS339"
68129,"GLOS356"
68087,"GLOS423"
68085,"GLOSCHS"
68106,"GLOSCSD"
68101,"GLOSLIP"
26237,"WORK621"
68112,"GLOSS31"
68089,"GLOSTER"
68105,"GLOSTHR"
68100,"GLOSTNY"
68104,"GLOSTOY"
68131,"GLOSTUF"
68130,"GLOSTYJ"
"00000","GLSCOED"
32250,"GLSP"
"00000","GLSTHAL"
88242,"GLYNDE"
85228,"GNBAEWS"
85229,"GNBARWJ"
"07302","GNFTCE"
"07304","GNFTGL"
"07302","GNFTSB"
"05026","GNHL347"
"05027","GNHL360"
"05022","GNHL427"
"05023","GNHLDGL"
"05022","GNHLLJN"
"05020","GNHLUCE"
"05021","GNHLUGL"
"05024","GNHLUJN"
88699,"GNHT"
"00000","GNHTBWP"
"00000","GNHTRI"
38202,"GNLN"
"00000","GNLNJN"
87200,"GNRS51"
87138,"GNRSBRY"
78705,"GNTN"
88433,"GNWH"
64112,"GOBOCCD"
64113,"GOBORRS"
64114,"GOBOW6"
64111,"GOBOWEN"
65813,"GODALBN"
32228,"GODLEYE"
32226,"GODLY"
50412,"GODMAYS"
87733,"GODSLFS"
"00000","GODSTGF"
87734,"GODSTON"
"00000","GOFER"
35204,"GOLBRNJ"
"03032","GOLFSTR"
"01024","GOLSKLC"
"01024","GOLSPIE"
87083,"GOMSHAL"
"00753","GONESSE"
83634,"GOODCHS"
83636,"GOODSND"
20002,"GOOLE"
20000,"GOOLEDK"
20008,"GOOLEGW"
20003,"GOOLES"
20001,"GOOLESJ"
20004,"GOOLLOP"
19998,"GOOLPGJ"
20006,"GOOLUSS"
42002,"GOOSTRY"
74291,"GORASTR"
"00000","GORBALS"
53249,"GORD201"
53248,"GORDONH"
"04226","GORG530"
"04701","GORGIEJ"
87997,"GORNGBS"
32055,"GORTON"
46003,"GOSBLOT"
46005,"GOSBRTN"
72428,"GOSP100"
"00000","GOSP304"
72430,"GOSP306"
72424,"GOSP500"
72419,"GOSPLOK"
"00000","GOSPMAN"
"07011","GOUROCK"
"00000","GOURPIE"
"07011","GOURSTN"
11401,"GOVS"
79325,"GOWERTN"
21006,"GOXHILL"
88743,"GRAIN"
88744,"GRAINBP"
88745,"GRAINEW"
88754,"GRAINFF"
88753,"GRAINFG"
88751,"GRAINFL"
88747,"GRAINFY"
88752,"GRAINGB"
88749,"GRAINTB"
88748,"GRAINTR"
"02019","GRANGE"
86077,"GRATELY"
65608,"GRAVLYH"
51311,"GRAYS"
"00000","GRAZLY"
14261,"GREATHM"
11215,"GREENRD"
"00098","GREMBRG"
"07021","GRENCCE"
"07003","GRENCD"
"07015","GRENCKC"
"07013","GRENCKW"
"07025","GRENCPA"
"09093","GRET525"
"09094","GRET526"
"09085","GRETGRN"
"09095","GRETNAJ"
"01007","GRGMACE"
"01008","GRGMASJ"
"01026","GRGMBOW"
"01020","GRGMHLC"
"01008","GRGMYLC"
"09529","GRGRAVE"
"09335","GRIGG"
65627,"GRJT"
"06106","GRLCHCE"
"06105","GRLCHHD"
21133,"GRMS100"
21132,"GRMS981"
21103,"GRMSBMJ"
21105,"GRMSBPR"
21121,"GRMSBPS"
21119,"GRMSBWM"
21134,"GRMSBYD"
21122,"GRMSBYT"
21107,"GRMSTPS"
21108,"GRMSWMA"
"08828","GRNBFHH"
"08833","GRNBJN"
"08830","GRNBURN"
34023,"GRNDG11"
34022,"GRNDLFD"
"07303","GRNFLDS"
"05051","GRNGALC"
"05076","GRNGBPH"
"05083","GRNGDRS"
"05077","GRNGEWS"
"05082","GRNGFLT"
"05081","GRNGFPA"
"05045","GRNGH10"
"05046","GRNGH12"
"05100","GRNGLD"
"05071","GRNGMBP"
"05075","GRNGMOT"
"05091","GRNGMRR"
"05091","GRNGMTH"
"05042","GRNGMTJ"
"05072","GRNGOHL"
"05073","GRNGTDG"
"05074","GRNGTDS"
"00000","GRNGVWR"
87767,"GRNHJN"
"03156","GRNLNNG"
"03157","GRNLUDS"
"07306","GRNQNNJ"
13242,"GRNSFDJ"
"00000","GROMBDG"
"07937","GRONGLJ"
15522,"GROSMNT"
15521,"GROSNYM"
53303,"GRPK"
23495,"GRRDGAM"
36309,"GRSTFHH"
71038,"GRSTH"
36089,"GRSTM"
"00000","GRSTNAC"
36313,"GRSTNCR"
"00000","GRSTNDK"
36311,"GRSTNFT"
36308,"GRSTNJ"
36323,"GRSTNSL"
36320,"GRSTNSS"
36320,"GRSTNUS"
"06502","GRTCSH"
"07305","GRTCSHJ"
"07308","GRTCSHR"
79824,"GRTHMG"
18446,"GRTLBP"
18447,"GRTLNDJ"
15636,"GRTN"
"00000","GRTN736"
"00000","GRTN751"
15637,"GRTNJN"
15643,"GRTNSHJ"
"06036","GRTONIB"
"00000","GRTSTNH"
"00000","GRVEGRN"
88443,"GRVPCHS"
88443,"GRVPCSD"
88503,"GRVPDCE"
88509,"GRVPDLE"
88481,"GRVPK"
88439,"GRVPKDS"
88452,"GRVPKUS"
88443,"GRVPKWR"
88442,"GRVPRCP"
88430,"GRVPUCE"
88434,"GRVPUHS"
88508,"GRVPULE"
87204,"GRVRBGJ"
88719,"GRVS601"
88720,"GRVS604"
88721,"GRVSEND"
40028,"GRWN"
"06350","GSCD"
"00000","GSCG909"
16507,"GSCG926"
16508,"GSCGDBS"
16512,"GSCGDL"
16513,"GSCGFHH"
16591,"GSCGNWJ"
"07307","GSHRSJN"
11727,"GSTANG"
15506,"GTAYTON"
"00000","GTBG"
50026,"GTBNTLY"
47311,"GTCHSFD"
47312,"GTCHSFL"
66201,"DAWMLCL"
21033,"GTCOATS"
15529,"GTHLAND"
44421,"GTHM"
44423,"GTHM283"
44419,"GTHMEWS"
44422,"GTHMISU"
44425,"GTHMNBJ"
44424,"GTHMNJN"
"04834","GTHS"
"04833","GTHSCE"
"04834","GTHSDPL"
"04834","GTHSUPL"
"02023","GTLY"
67214,"GTMLVRN"
70360,"GTMSNDN"
34109,"GTRCKSJ"
13515,"GTSHDMC"
"06455","GTSR"
"06455","GTSRDPL"
"06455","GTSRUPL"
87911,"GTWK"
87912,"GTWK116"
87914,"GTWK168"
87910,"GTWKACS"
87913,"GTWKUSN"
87047,"GUIL301"
87046,"GUIL305"
87078,"GUIL308"
87048,"GUIL635"
87051,"GUILDCS"
87052,"GUILDFD"
87049,"GUILDFR"
87052,"GUILDFY"
"00000","GUILDLE"
87053,"GUILDUR"
17051,"GUISELY"
"00000","GUNDJGF"
22071,"GUNHOSJ"
84208,"GUNISLK"
"07314","GUNNIE"
48010,"GUNTON"
15454,"GUSBROJ"
79089,"GVNDCLP"
81101,"GVSDQ"
79069,"GWCG"
79068,"GWCGRR"
41031,"GWRSYLT"
"07204","GWSTJN"
16509,"GWSYBAG"
16511,"GWSYBKR"
16510,"GWSYFHH"
15503,"GYPSYLA"
21021,"HABRJN"
21021,"HABRO"
52044,"HACKNYC"
52040,"HACKNYW"
32255,"HADFILD"
48197,"HADISCO"
54008,"HADLYWD"
69508,"HADMASH"
69505,"HADMATP"
69506,"HADMBRI"
69510,"HADMROS"
35140,"HAGFOLD"
52078,"HAGGERS"
52076,"HAGGXO"
49011,"HAGHLYJ"
65934,"HAGLEY"
16102,"HAGT"
16103,"HAGTMRD"
52746,"HAKNLEJ"
52736,"HAKNYNM"
37224,"HALE"
89202,"HALG"
89201,"HALGRPC"
36066,"HALLRD"
36067,"HALLRWS"
36067,"HALLTMD"
29001,"HALREST"
29002,"HALRYDJ"
49108,"HALSLBD"
49107,"HALSWTH"
36515,"HALTONJ"
36704,"HALW"
36331,"HALWFSD"
36330,"HALWJAG"
16515,"HAMBLEJ"
16470,"HAMBLNJ"
16471,"HAMBLSJ"
16514,"HAMBLWJ"
16465,"HAMBRYV"
72259,"HAMDLUL"
16118,"HAMERTN"
"07482","HAMLDRS"
"07481","HAMLSTL"
"07479","HAMLTNC"
"07480","HAMLTNW"
87158,"HAMPTON"
65669,"HAMSTED"
38187,"HAMT534"
38185,"HAMTSQ"
87162,"HAMWICK"
74451,"HANDBRO"
70204,"HANSCAS"
70201,"HANSLPJ"
70200,"HANSRD"
73266,"HANWBLP"
73263,"HANWBSG"
73261,"HANWELL"
29057,"HAPTON"
18073,"HAREFHH"
18068,"HAREPKJ"
18072,"HAREWIN"
72033,"HARLSDN"
72267,"HARLSJN"
"07607","HARMYRL"
"07609","HARMYRS"
70385,"HAROHSJ"
70381,"HAROOTH"
68136,"HARSLP"
37071,"HARTCLJ"
37128,"HARTEJN"
37005,"HARTFD"
37003,"HARTFDJ"
"00000","HARWCHR"
49422,"HARWICH"
87060,"HASL15"
87063,"HASL23"
87062,"HASLEMR"
87973,"HASOCKS"
88286,"HASTBSD"
88285,"HASTCHS"
88286,"HASTGSD"
88285,"HASTING"
88289,"HASTPSD"
88290,"HASTS70"
88287,"HASTWX"
53501,"HATFILD"
34015,"HATHRSG"
32230,"HATRSLY"
81831,"PTBRGBF"
66435,"HATTCE"
69316,"HATTDGL"
66439,"HATTNNJ"
66438,"HATTNWJ"
66436,"HATTON"
"07477","HAUG419"
"07478","HAUGHDJ"
"00000","HAVA500"
86336,"HAVA501"
86337,"HAVA503"
86341,"HAVANT"
86338,"HAVAS28"
86340,"HAVAS31"
44228,"HAVENHS"
80122,"HAVRFDW"
80119,"HAVRFRD"
41017,"HAWARDN"
39005,"HAWDNBG"
"00000","HAWICK"
69108,"HAWKLUL"
69107,"HAWKSLA"
"00000","HAWORTH"
35122,"HAYDKBJ"
73776,"HAYEHLP"
73770,"HAYESAH"
73772,"HAYESTC"
73774,"HAYESTS"
85702,"HAYLE"
"04230","HAYM527"
89454,"RAM4985"
"04222","HAYMDRS"
"04225","HAYMRCJ"
"04233","HAYMRCS"
"04234","HAYMREJ"
"04235","HAYMRKT"
"04221","HAYMRWJ"
"04230","HAYMTMD"
88329,"HAYS"
88329,"HAYSCHS"
"00736","HAZEBCK"
32541,"HAZL"
32540,"HAZLGHJ"
18449,"HBDNBDG"
18450,"HBDNURS"
89405,"HBRN"
89372,"HBROOMS"
44207,"HBRTBDG"
65961,"HBRY"
42004,"HCHP"
44203,"HCKNGTN"
23175,"HCKPBAL"
23151,"HCKPFHH"
23150,"HCKPLSM"
87181,"HCRT"
87177,"HCRTJN"
14157,"HDNELP"
65511,"HDNS"
65505,"HDNSMOO"
63252,"HDON"
18473,"HDRS770"
18476,"HDRS771"
18474,"HDRSFLD"
18475,"HDRSSDG"
"00000","HEACHAM"
89323,"HEADCRN"
89323,"HEADUGL"
21031,"HEALING"
78380,"HEATHHL"
78393,"HEATHJ"
78391,"HEATHLL"
65044,"HEATSDG"
86201,"HEDGEND"
17103,"HEDNGLY"
72006,"HEDSTNL"
25703,"HEELEY"
83112,"HELEBLC"
"09527","HELIFLD"
"09526","HELILOP"
"01017","HELMSCE"
"01016","HELMSDL"
45013,"HELPSTN"
38384,"HELSBY"
"09430","HELTNL"
"09517","HELWTHB"
84075,"HEMERDN"
71014,"HEMLBMS"
71011,"HEMLHMP"
71013,"HEMLSJN"
18074,"HEMSWTH"
81121,"HENBRY"
79058,"HENDYJ"
78359,"HENGOED"
66445,"HENLYIA"
18005,"HENSALL"
67201,"HENWICK"
82338,"HENXRDS"
76358,"HEREDNY"
76369,"HEREDSL"
76368,"HEREFDY"
76357,"HEREFRD"
87264,"HERN595"
87255,"HERN602"
87249,"HERNEH"
87258,"HERNHSD"
89747,"HERRNGE"
86003,"HERSHAM"
51702,"HERTFDD"
51702,"HERTFDE"
"07205","HESRJN"
19172,"HESSEJS"
19173,"HESSGBF"
19195,"HESSLE"
19169,"HESSLEE"
19109,"HESSLRD"
19125,"HESSR49"
11716,"HESTBNK"
38033,"HESWALL"
48421,"HETHRST"
18444,"HETNLEJ"
18443,"HETNLJN"
"00000","HEVEBUS"
87762,"HEVER"
83465,"HEWISH"
13157,"HEWOMTR"
13156,"HEWORTH"
13316,"HEXHAM"
13317,"HEXHCE"
13315,"HEXHFD"
74610,"HEYFFRI"
74609,"HEYFORD"
11603,"HEYMCEG"
11611,"HEYMST"
53241,"HFDN"
53242,"HFDNCHS"
53240,"HFDNDCS"
50217,"HFLPEVL"
81915,"HGHBRDG"
81916,"HGHBRDJ"
44650,"HGHDJN"
54293,"HGHI"
54290,"HGHIBVJ"
"00000","HGHLY"
52732,"HGHMSPK"
15834,"HGHNGTN"
75008,"HGHWTHJ"
64122,"HGTNSD"
52066,"HIGH238"
66203,"DAWMGBR"
52053,"HIGHBYA"
52051,"HIGHBYE"
52056,"HIGHTRT"
88755,"HIGM"
46285,"HIHAM"
46257,"HILGAY"
"08502","HILHQRY"
36061,"HILL102"
36061,"HILLSID"
86332,"HILSEA"
"03149","HILTONJ"
59315,"HINCELM"
59318,"HINCKLY"
35123,"HINDLEY"
74444,"HINKN"
74456,"HINKREC"
74439,"HINKSEY"
74443,"HINKSYS"
86913,"HINTONA"
78114,"HIRWAUN"
"00000","HIRWBUS"
53216,"HITC228"
53210,"HITC232"
53215,"HITC234"
53209,"HITC708"
53214,"HITCAFW"
53212,"HITCCEE"
53213,"HITCFHH"
53208,"HITCGBR"
"00000","HITCHCJ"
53219,"HITCHDY"
53221,"HITCHIN"
53212,"HITCHUY"
53211,"HITCISU"
36065,"HITN"
29179,"HITW"
87667,"HKBG"
24002,"HKLTNSB"
"00000","HLBCENJ"
13239,"HLBDGJN"
87030,"HLBN402"
87025,"HLBNOIL"
"00000","HLDE"
32529,"HLDG"
32549,"HLDGSJ"
32535,"HLDGWJ"
89356,"HLDNBRO"
"06303","HLFT"
18464,"HLFX"
18465,"HLFXRS"
66442,"HLGN"
"00844","HLLE"
27099,"HLLNJN"
87937,"HLMW"
"00000","HLNDBUS"
"07152","HLNGTNE"
"07150","HLNGTNW"
81222,"HLNMCSC"
81221,"HLNMJN"
81224,"HLNMLPG"
81220,"HLNMOOR"
"00000","HLNSBPR"
"06109","HLNSBRC"
"06108","HLNSBRU"
81225,"HLSMTHJ"
"00000","HLSTCOI"
"00000","HLSTCUL"
"00000","HLSTMUL"
"00000","HLSTWOO"
44040,"HLTNHOW"
44041,"HLTNLMR"
13305,"HLTWHST"
13304,"HLTWLBY"
81001,"HLVNGTN"
40123,"HLWLJN"
54245,"HLWYSJ"
40001,"HLYH"
40009,"HLYH107"
40004,"HLYHCMD"
40006,"HLYHDAA"
40005,"HLYHDLS"
40007,"HLYHGBR"
18425,"HLYMAJN"
18422,"HLYMARS"
18424,"HLYMBJN"
18420,"HLYMLS"
18421,"HLYMTMD"
"09017","HLYW"
28530,"HMARFHH"
28531,"HMARNHM"
86222,"HMBLE"
52214,"HMEADSJ"
88252,"HMPDNPK"
33094,"HMPHRYP"
72418,"HMPSTDH"
69213,"HMPTNIA"
66219,"HMSHBRF"
66216,"HMSHCOL"
66226,"HMSHCRI"
66217,"HMSHEP2"
66225,"HMSHEWC"
66221,"HMSHEWT"
66222,"HMSHNDP"
66220,"HMSHPAR"
66224,"HMSHREC"
89431,"HMST"
70070,"HMTNJ"
86953,"HMWTBCI"
86951,"HMWTHY"
86959,"HMWTTC"
89488,"HNB5077"
87185,"HNCHLYW"
"00796","HNDAYE"
32566,"HNDFRTH"
34221,"HNDL"
34230,"HNDLFHH"
34220,"HNDLGF1"
14144,"HNDNSDG"
65205,"HNDS604"
65202,"HNDSCMT"
65203,"HNDSCS"
65196,"HNDSHWT"
65201,"HNDSQHA"
65204,"HNDSQHD"
65206,"HNDSQHG"
10057,"HNGT"
"00000","HNIARTH"
74029,"HNLYOT"
"03198","LSTFCOL"
17169,"HNSLFHH"
"00000","HNSLGBF"
17165,"HNSLMID"
17167,"HNSLSOJ"
17170,"HNSLSS"
17120,"HNSLTE"
17119,"HNSLTIL"
17171,"HNSLTPL"
17163,"HNSLTSJ"
"00000","HNSTNTN"
"02021","HNTL"
"02022","HNTLY"
45203,"HNTNDSD"
45201,"HNTNGDN"
45205,"HNTNNJN"
45198,"HNTNP33"
45199,"HNTNP40"
"08207","HNTRDRS"
"08214","HNTRFHH"
"08203","HNTRGBF"
"08215","HNTRLFL"
"08206","HNTRSCB"
"08209","HNTRSHL"
"08210","HNTRSJN"
"08211","HNTRSLL"
"08205","HNTRSOB"
"08220","HNTRSTN"
50317,"HOCK636"
50318,"HOCKLEY"
"00000","HOEKVHL"
17153,"HOLBFHH"
17151,"HOLBJCN"
17150,"HOLBSDG"
"00000","HOLINWD"
45150,"HOLME"
"00000","HOLSCAT"
"00000","HOLSCHR"
"00000","HOLSLIB"
86961,"HOLTONH"
"07431","HOLYTNJ"
"07397","HOLYTWN"
52042,"HOMRTON"
"00761","HONDEGM"
83467,"HONI2"
83463,"HONI21"
83462,"HONICE"
"00000","HONIT3T"
"00000","HONITNS"
83461,"HONITON"
18489,"HONLEY"
87628,"HONROPK"
67356,"HONYBRN"
67357,"HONYBTP"
67355,"HONYBWJ"
67365,"HONYHUT"
67354,"HONYNJN"
67366,"HONYSID"
"00933","HOOFDOR"
88740,"HOOJ"
88733,"HOOJ230"
88723,"HOOJ502"
"00000","HOOJ511"
"00000","HOOJ512"
88733,"HOOJ611"
59123,"MLTNS3"
88741,"HOOJD16"
88729,"HOOJDYD"
"00000","HOOJLHR"
88725,"HOOJSFH"
88730,"HOOJUYD"
86049,"HOOK"
38302,"HOOTON"
"00000","HOOVICR"
41025,"HOPC"
34010,"HOPD"
34012,"HOPDPOL"
31523,"HOPSPPS"
79098,"HOPTONH"
"00000","HORB226"
18415,"HORBMAF"
18416,"HORBMAR"
18413,"HORBOM"
18412,"HORBRSJ"
18414,"HORBRYJ"
18417,"HORBUGL"
87909,"HORLEY"
"00000","HORNBUS"
87941,"HORS76"
87947,"HORSBS"
87947,"HORSDL"
87947,"HORSDS"
87941,"HORSHAM"
87945,"HORSHUS"
87947,"HORSMS"
87943,"HORSUKF"
87941,"HORSUL"
87946,"HORSUS"
30225,"HORWICH"
35024,"HOSCAR"
89471,"HOTH343"
89413,"HOTHFLD"
36703,"HOUGHGR"
87127,"HOUN443"
87127,"HOUN448"
87140,"HOUNSLJ"
87141,"HOUNSLW"
88103,"HOVE"
88102,"HOVE400"
"00000","HOVE672"
87980,"HOVE673"
87980,"HOVE674"
88104,"HOVE675"
88101,"HOVEYD"
19221,"HOWDEN"
"09413","HOWEACS"
"07102","HOWOOD"
71034,"HOWWOOD"
52080,"HOXTON"
38004,"HOYLAKE"
38004,"HOYLCHS"
80110,"HRBRNSJ"
"09322","HRDNDLQ"
54202,"HRGY"
54212,"HRGY419"
54207,"HRGY421"
"00000","HRGY422"
54210,"HRGY81"
51561,"HRGYGL"
"00000","HRGYJN"
51562,"HRGYPJN"
51561,"HRGYSTD"
54210,"HRGYURV"
54205,"HRGYWJN"
64422,"HRLC"
50333,"HRLDWOD"
62203,"HRLG"
48521,"HRLNGRD"
64219,"HRLSCTX"
47605,"HRLWFHH"
47602,"HRLWMBA"
47606,"HRLWMDG"
47603,"HRLWMIL"
47601,"HRLWMLY"
47600,"HRLWMRR"
47611,"HRLWTWN"
16101,"HRNBPK"
"00000","HRNCHUR"
89483,"HRNEBAY"
89491,"HRNEBLX"
54199,"HRNS111"
"00000","HRNS426"
54203,"HRNS431"
"00000","HRNS432"
51718,"BROXDSG"
54200,"HRNS438"
54204,"HRNS440"
54199,"HRNS451"
54199,"HRNS453"
54203,"HRNSDR1"
54203,"HRNSDR2"
54203,"HRNSDRS"
"00000","HRNSTPL"
54203,"HRNSURS"
"00000","HRNSWGB"
54203,"HRNSY"
54201,"HRNSYCS"
54206,"HRNSYES"
54208,"HRNSYMD"
54203,"HRNSYRS"
72007,"HROW"
72018,"HROW305"
72018,"HROW307"
72017,"HROWDC"
62415,"HRPNCG"
62422,"HRPNDN"
62423,"HRPNDNJ"
62425,"HRPNSAN"
86068,"HRSB"
87070,"HRSLEY"
89406,"HRSM"
87754,"HRST312"
87753,"HRSTGRN"
87754,"HRSTJN"
15227,"HRTBJN"
"00000","HRTH"
69010,"HRTHENG"
14241,"HRTL20"
14225,"HRTLEPL"
14224,"HRTLNK"
14223,"HRTLPDA"
14240,"HRTLPSW"
14242,"HRTLREP"
14243,"HRTLSWP"
68103,"HRTNRDJ"
"07986","HRTPE"
"07436","HRTW"
61011,"HRWDENJ"
26506,"HRWTFHH"
26505,"HRWTGBF"
26507,"HRWTHCL"
26508,"HRWTHGB"
17105,"HSFT"
"00000","HSFTLBD"
16121,"HSSY"
"06605","HSTJNWC"
72005,"HTCHEND"
32517,"HTCP"
89416,"HTFDGBR"
89409,"HTFDSD"
23022,"HTFLASF"
23010,"HTFLFHH"
23012,"HTFLFLF"
23011,"HTFLMBC"
83617,"HTHFECC"
83618,"HTHFLD"
83615,"HTHFLDO"
88448,"HTHRGDD"
88451,"HTHRGRN"
88450,"HTHRGRS"
88454,"HTHRGUS"
88449,"HTHRLCS"
88455,"HTHRPAD"
88458,"HTHRSDG"
19018,"HTNCRNS"
32525,"HTNOJN"
"09513","HTNRIBL"
12715,"HTONECD"
12716,"HTONNJN"
12710,"HTONSJN"
12714,"HTONTMD"
"00000","HTPK"
"00000","HTRBUS1"
"00000","HTRBUS2"
"00000","HTRBUS3"
"00000","HTRBUS4"
"00000","HTRBUS5"
"00000","HTRW"
"00000","HTRW340"
73768,"HTRW342"
73775,"HTRWAJN"
73778,"HTRWAPT"
"00000","HTRWCBS"
"00000","HTRWT5S"
"00000","HTRWTE4"
73784,"HTRWTJN"
"00000","HTRWTM1"
"00000","HTRWTM2"
"00000","HTRWTM3"
73777,"HTRWTM4"
73767,"HTRWTM5"
"00000","HTRWUND"
55098,"HUCKNAL"
19105,"HULL"
19107,"HULLARJ"
19130,"HULLBQS"
"00000","HULLBS"
19124,"HULLBT"
19120,"HULLCGB"
19114,"HULLCT"
19167,"HULLDCT"
19123,"HULLDKG"
19101,"HULLDMU"
19171,"HULLFER"
19171,"HULLFHH"
19116,"HULLHRC"
19115,"HULLHRS"
19121,"HULLKGD"
19119,"HULLKGF"
19122,"HULLKGG"
19112,"HULLMAR"
19127,"HULLSBN"
19111,"HULLSBP"
19129,"HULLSBS"
19117,"HULLSNS"
19128,"HULLSTA"
19118,"HULLSTF"
19113,"HULLSTT"
19035,"HULLWLN"
19039,"HULLWPN"
19170,"HULLY"
29059,"HUNCOAT"
74815,"HUNGDGL"
74815,"HUNGRFD"
19004,"HUNMNBY"
36702,"HUNTSX"
36702,"HUNTSXS"
36701,"HUNTXWJ"
"08734","HURLFD"
"00000","HURSLEY"
36605,"HUYTON"
15015,"HVRTBSB"
15017,"HVRTDRR"
15016,"HVRTDRS"
15019,"HVRTFHH"
15020,"HVRTHEG"
15018,"HVRTWRP"
"00000","HVTH"
"07116","HWKHEAD"
"07123","HWKHSHL"
82086,"HWKRJN"
"00000","HWKSWTH"
82092,"HWRDJN"
73498,"HWYC139"
73497,"HWYC152"
73498,"HWYC641"
73498,"HWYCENG"
73503,"HWYCOMB"
73506,"HWYCWW"
13313,"HYDB"
13314,"HYDBFST"
32216,"HYDEC"
32213,"HYDEJ"
32214,"HYDEN"
87615,"HYDNSRD"
44068,"HYKEHAM"
"06355","HYNDLDL"
"06353","HYNDLEJ"
"06354","HYNDLND"
"06224","HYNDLNJ"
"06356","HYNDLWJ"
